#Mambo_id	drugbank	PubChemSubstance
146	DB06927	656953	99443398
147	DB00882	1548953	46504463
148	DB07954	3758	99444425
149	DB01589	4999	46505952
150	DB01588	4890	46505417
151	DB00690	3393	46508451
152	DB01587	33746	46507008
153	DB00458	3696	46507351
154	DB00842	4616	46506031
155	DB00517	21867154	46504810
156	DB01215	3261	46507430
157	DB01185	6446	46508867
158	DB03807	656968	46507330
159	DB00849	8271	46505197
160	DB06902	11742	99443373
161	DB01189	42113	46505270
162	DB06884	9549223	99443355
163	DB00457	4893	46508594
164	DB00454	4058	46506899
165	DB02918	5723	46506162
166	DB00363	2818	46506474
167	DB06738	10101	175427088
168	DB00367	13109	46508082
169	DB00197	5591	46504655
170	DB03516	43157	175426856
171	DB08020	9927355	99444491
172	DB00193	33741	46506256
173	DB08897	11434515	175427140
174	DB00131	6083	46507628
175	DB00228	3226	46505314
176	DB04982	164509	175426925
177	DB00132	5280934	46507620
178	DB03419	1174	46504697
179	DB02852	17753955	46505755
358	DB01049	None	46505963
181	DB08773	445920	99445244
182	DB01103	237	46507828
183	DB01045	5381226	46506170
184	DB06201	129228	175427055
185	DB00753	3763	46505880
186	DB06751	1712095	99443287
187	DB01594	3033621	46508803
188	DB01595	4506	46505806
189	DB05676	11561674	310264858
190	DB01591	216457	46506006
191	DB03802	46936793	46507283
192	DB08865	11626560	310264901
193	DB04315	6453837	46508144
194	DB04530	170018	46504681
195	DB01142	667468	46505232
196	DB00996	3446	46506529
197	DB01211	84029	46506489
198	DB04896	65833	46506141
199	DB06898	15897928	99443369
200	DB00505	20299	46506672
201	DB01196	259331	46508765
202	DB01352	6464	46504558
203	DB01353	6473	46508397
204	DB01351	2164	46508165
205	DB01357	6291	46507679
206	DB01354	10518	46508321
207	DB01355	3608	46508777
208	DB01020	27661	46506594
209	DB00189	5281077	46505006
210	DB00622	4474	46504482
211	DB00185	25137844	46507202
212	DB00186	3958	46508468
213	DB00424	154417	46507345
214	DB00628	2809	46506595
215	DB00421	5833	46508525
216	DB00420	4926	46504504
217	DB00481	5035	46506514
218	DB00729	6126	46506069
219	DB01625	3775	46507726
220	DB01101	60953	46508686
221	DB00721	4914	46507724
222	DB03183	656966	46508369
223	DB00334	4585	46507666
224	DB00332	657308	46506138
225	DB00726	5584	46507121
226	DB00659	71158	46506657
227	DB08363	4722579	99444834
228	DB07567	4369568	99444038
229	DB00909	5734	46505278
230	DB04924	3792	175426905
231	DB11363	49806720	310265230
232	DB07051	46937046	99443522
233	DB00594	16231	46508156
234	DB04938	3036505	175426911
235	DB00829	3016	46505210
236	DB00539	3005573	46506087
237	DB01205	3373	46507438
238	DB04575	9046	46508939
239	DB00823	9270	46506993
240	DB00820	110635	46507646
241	DB04838	2893	46505740
242	DB04920	153994	175426904
243	DB01558	2441	46505694
244	DB00824	1676	46505790
245	DB00349	2789	46506115
246	DB08320	24752837	99444791
247	DB03554	69672	46507512
248	DB08389	15991588	99444860
249	DB01223	9433	46508784
250	DB00434	2913	46508613
251	DB00435	145068	46506897
252	DB00340	4167	46508970
253	DB00431	727	46508542
254	DB01028	4116	46508879
255	DB00655	5870	46505916
256	DB00159	446284	46506267
257	DB03425	46936670	46508238
258	DB00651	3182	46504443
259	DB03048	73271	46507113
260	DB00653	24083	46508411
261	DB00496	444031	46508104
262	DB01388	60663	46504498
263	DB01023	3333	46506968
264	DB00321	2160	46508798
265	DB01431	235905	46506946
266	DB00939	4037	46507887
267	DB08916	10184653	175427153
268	DB04256	7019268	46508907
269	DB01224	5002	46504800
270	DB03349	46936648	46506327
271	DB02615	46936438	46506493
272	DB04880	53708	46505575
273	DB00934	4011	46508358
274	DB08048	14086997	99444519
275	DB08398	1530	99444869
276	DB01239	667466	46508957
277	DB01238	60795	46505745
278	DB08391	11955614	99444862
279	DB03742	46936779	46506967
280	DB01236	5206	46508591
281	DB01231	3055	46506486
282	DB00835	6834	46508137
283	DB00836	3955	46504591
284	DB06843	444894	99443314
285	DB00408	3964	46505047
286	DB00235	4197	46507838
287	DB01338	50192	46508493
288	DB00230	5486971	46504934
289	DB00231	5391	46506604
290	DB00401	4499	46504546
291	DB05298	3025803	175426973
292	DB01440	3037032	46507548
293	DB00402	969472	46505809
294	DB03247	5702760	46507603
295	DB00404	2118	46507078
296	DB03849	151170	46505062
297	DB00661	2520	46508158
298	DB02587	47936	46509044
299	DB00922	3033825	46507149
300	DB01151	2995	46504624
301	DB00920	3827	46508921
302	DB00313	3121	46505925
303	DB00312	4737	46508399
304	DB00145	750	46508219
305	DB00725	6646	46509020
306	DB01412	5429	46508574
307	DB01403	72287	46507223
308	DB00393	4497	46508497
309	DB00806	4740	46505940
310	DB00801	31640	46508415
311	DB08383	1122713	99444854
312	DB00396	5994	46508968
313	DB04540	46937002	46508234
314	DB06401	154257	310264867
315	DB00809	5593	46505924
316	DB07932	11531308	99444403
317	DB07678	46937088	99444149
318	DB04468	5352135	175426858
319	DB04953	121892	175426917
320	DB01567	3369	46507563
321	DB00794	4909	46507775
322	DB01221	3821	46508295
323	DB01226	5281042	46505071
324	DB01183	5284596	46508816
325	DB00418	5193	46508708
326	DB00715	43815	46504821
327	DB00241	2481	46505876
328	DB01107	4162	46506891
329	DB07195	6857699	99443666
330	DB00246	60854	46507627
331	DB01738	120985	46507966
332	DB06842	6603746	99443313
333	DB01303	656652	46507376
334	DB07933	10286159	99444404
335	DB01645	5280961	46509060
336	DB00785	None	None
337	DB04922	None	None
338	DB04964	None	None
339	DB05047	None	None
340	DB05070	None	None
341	DB05233	None	None
342	DB05338	None	None
343	DB05404	None	None
344	DB05487	None	None
345	DB05662	None	None
346	DB05752	None	None
347	DB05829	None	None
348	DB05882	None	None
349	DB06060	None	None
350	DB06089	None	None
351	DB06741	None	None
352	DB08814	None	None
353	DB08883	None	None
354	DB09076	None	None
355	None	NULL	None
356	None	None	NULL
