# UNIPROT	ENSEMBL
Q14511	ENSP00000368745
Q7Z494	ENSP00000372769
P14867	ENSP00000377517
Q99805	ENSP00000365567
Q6EMB2	ENSP00000452524
Q9UPQ0	ENSP00000424825
Q96DB9	ENSP00000344254
Q5VTT5	ENSP00000342689
P14867	ENSP00000415441
P51508	ENSP00000366153
Q96DB9	ENSP00000393848
P51508	ENSP00000341151
Q96DB9	ENSP00000376051
Q9UPQ0	ENSP00000424645
O76002	ENSP00000392497
Q8NA72	ENSP00000410216
P07098	ENSP00000377900
P39060	ENSP00000383191
P10643	ENSP00000322061
P39060	ENSP00000347665
Q8N6P7	ENSP00000270800
P07098	ENSP00000477140
Q5VTT5	ENSP00000363557
Q9UPQ0	ENSP00000316891
Q8IVH2	ENSP00000362154
O60942	ENSP00000358497
P07098	ENSP00000238983
P07098	ENSP00000348101
P39060	ENSP00000352798
Q9UPQ0	ENSP00000424437
Q8NA61	ENSP00000309189
Q5RI15	ENSP00000406327
Q5RI15	ENSP00000355486
O60942	ENSP00000442609
Q8N1B3	ENSP00000461135
Q8NA61	ENSP00000368249
A8MUV8	ENSP00000485448
Q8NA61	ENSP00000480148
Q8IU99	ENSP00000329926
Q8IVH2	ENSP00000362148
Q8IVH2	ENSP00000309823
P13761	ENSP00000409322
Q9TQE0	ENSP00000409322
Q9UPQ0	ENSP00000421242
O75955	ENSP00000373056
Q8NCV1	ENSP00000268624
Q8IVH2	ENSP00000362151
Q8NCV1	ENSP00000325153
Q9UPQ0	ENSP00000379840
Q9UPQ0	ENSP00000371172
Q86T96	ENSP00000296615
Q8N1B3	ENSP00000402949
O00453	ENSP00000396378
Q92759	ENSP00000395497
Q15052	ENSP00000359654
Q86T96	ENSP00000373752
Q15052	ENSP00000359656
Q92759	ENSP00000388227
Q32M45	ENSP00000469449
Q96B21	ENSP00000281441
Q32M45	ENSP00000470039
Q15052	ENSP00000250617
Q32M45	ENSP00000471431
Q96B21	ENSP00000436293
P13761	ENSP00000482190
Q9NQ60	ENSP00000369371
Q9BZY9	ENSP00000391685
Q8NA72	ENSP00000426796
Q86XJ0	ENSP00000358798
Q9H159	ENSP00000262150
Q96LI5	ENSP00000424896
Q9NQ60	ENSP00000369370
Q2M5E4	ENSP00000428343
Q8NA72	ENSP00000399481
Q9NQ60	ENSP00000441630
Q4G0N4	ENSP00000380499
Q9H159	ENSP00000439593
Q7L0J3	ENSP00000358142
Q7L0J3	ENSP00000358141
Q9Y2P7	ENSP00000282308
Q01085	ENSP00000358089
Q4G0N4	ENSP00000282512
Q8IYA8	ENSP00000296449
P43631	ENSP00000482725
Q8IYA8	ENSP00000407837
Q8IYA8	ENSP00000403700
Q8IYA8	ENSP00000391788
Q8NEJ9	ENSP00000386134
P43628	ENSP00000480087
Q4G0N4	ENSP00000371362
O00453	ENSP00000404051
O00180	ENSP00000355580
Q8NEJ9	ENSP00000380340
Q4G0N4	ENSP00000421029
Q96A09	ENSP00000289166
P51991	ENSP00000376309
P51991	ENSP00000408487
P51991	ENSP00000416340
O76050	ENSP00000358795
P26368	ENSP00000388475
P30447	ENSP00000410645
P10314	ENSP00000410645
P30459	ENSP00000410645
Q9UGF5	ENSP00000366365
Q99743	ENSP00000338283
P60002	ENSP00000467914
P28067	ENSP00000407198
P26368	ENSP00000307863
P60002	ENSP00000467264
Q6UX27	ENSP00000481977
P60002	ENSP00000252445
P54756	ENSP00000273854
Q9UKV3	ENSP00000345541
Q8NEA5	ENSP00000321519
Q8IXS8	ENSP00000393667
Q9UKV3	ENSP00000350073
Q01085	ENSP00000394902
P0CZ25	ENSP00000422769
Q15546	ENSP00000262065
Q8N715	ENSP00000355840
P54756	ENSP00000346899
Q12906	ENSP00000384660
O15120	ENSP00000360759
Q12906	ENSP00000465219
O60333	ENSP00000366297
O15120	ENSP00000360761
P13765	ENSP00000395780
P10314	ENSP00000448992
O14896	ENSP00000355988
O15120	ENSP00000438919
Q13541	ENSP00000340691
Q12906	ENSP00000250241
Q14156	ENSP00000254624
Q14137	ENSP00000455106
O14896	ENSP00000440532
Q12906	ENSP00000465515
O94972	ENSP00000376785
Q14156	ENSP00000428086
O94972	ENSP00000262294
Q12906	ENSP00000468181
O94972	ENSP00000376784
Q12906	ENSP00000468156
Q96C86	ENSP00000263579
Q14397	ENSP00000398303
Q6UX27	ENSP00000484806
Q99618	ENSP00000442068
Q6UX27	ENSP00000484699
Q99618	ENSP00000446339
P35408	ENSP00000302846
Q12906	ENSP00000404121
Q9NRL2	ENSP00000351555
Q9NRL2	ENSP00000371859
A8K7I4	ENSP00000234701
A8K7I4	ENSP00000378200
Q9UKV3	ENSP00000262710
O00148	ENSP00000322749
Q9UKV3	ENSP00000380502
Q9UKV3	ENSP00000451328
Q92783	ENSP00000366746
Q9Y4C4	ENSP00000276282
Q5T7R7	ENSP00000360824
Q9NRL2	ENSP00000353458
Q9NZI8	ENSP00000290341
Q14507	ENSP00000315098
O00148	ENSP00000467862
Q9NZI8	ENSP00000389135
O00148	ENSP00000242776
Q9Y5X4	ENSP00000482504
P54577	ENSP00000362576
Q6EMK4	ENSP00000306864
Q9Y5X4	ENSP00000479962
Q96MR6	ENSP00000361570
Q9Y4P1	ENSP00000383964
Q96IJ6	ENSP00000315925
P0CG20	ENSP00000386499
Q9H9V4	ENSP00000256257
Q96MR6	ENSP00000435310
Q9UHQ9	ENSP00000356218
Q96IJ6	ENSP00000363027
O00148	ENSP00000392929
A6NJ64	ENSP00000382101
Q8NEP3	ENSP00000457373
Q96IJ6	ENSP00000350949
Q8NEP3	ENSP00000367815
Q96IJ6	ENSP00000363016
O60304	ENSP00000219478
Q96MT8	ENSP00000328382
O60304	ENSP00000445714
P56539	ENSP00000341940
Q96MT8	ENSP00000346432
Q96IJ6	ENSP00000340760
P56539	ENSP00000380525
Q92523	ENSP00000385486
Q8N7Z5	ENSP00000274361
Q96MT8	ENSP00000372716
Q15208	ENSP00000229812
Q07812	ENSP00000263262
P05090	ENSP00000345179
Q96MT8	ENSP00000426129
Q92523	ENSP00000312189
Q96MT8	ENSP00000475903
Q02223	ENSP00000053243
A1A519	ENSP00000368873
Q92523	ENSP00000379011
Q02223	ENSP00000379753
Q07812	ENSP00000426328
Q07812	ENSP00000348871
A1A519	ENSP00000422684
Q07812	ENSP00000389971
A1A519	ENSP00000334285
Q96MT8	ENSP00000336524
Q07812	ENSP00000346461
P62380	ENSP00000237264
Q96MT8	ENSP00000482219
A1A519	ENSP00000482552
A1A519	ENSP00000483075
Q96QH8	ENSP00000304762
Q9P0V8	ENSP00000289707
Q9P0V8	ENSP00000357084
Q07812	ENSP00000293288
P62380	ENSP00000478795
A6NN14	ENSP00000469582
P35080	ENSP00000410464
P35080	ENSP00000239940
Q92523	ENSP00000353945
Q92523	ENSP00000409342
Q96L91	ENSP00000374213
Q5H9E4	ENSP00000468980
Q06033	ENSP00000415769
Q96S06	ENSP00000262301
Q99720	ENSP00000434453
P43353	ENSP00000478486
Q8TEC5	ENSP00000352028
Q96L91	ENSP00000374212
P18031	ENSP00000360683
P17480	ENSP00000345297
Q70EL3	ENSP00000434676
Q6NTE8	ENSP00000366130
Q8TEC5	ENSP00000424497
P0CG32	ENSP00000473824
P17480	ENSP00000302640
P43353	ENSP00000473990
P61236	ENSP00000381821
P43353	ENSP00000481604
Q99720	ENSP00000277010
P17480	ENSP00000437180
P0CG32	ENSP00000482195
Q96S06	ENSP00000437418
P17480	ENSP00000390669
P42892	ENSP00000405088
Q9UIK4	ENSP00000408277
Q9Y2V0	ENSP00000455397
Q99720	ENSP00000420022
P17480	ENSP00000377231
P42892	ENSP00000349581
Q5TCZ1	ENSP00000358789
P42892	ENSP00000364028
O43612	ENSP00000293330
P17480	ENSP00000432925
Q9NYQ8	ENSP00000261800
P17480	ENSP00000435708
P42892	ENSP00000264205
O60231	ENSP00000408956
Q5TCZ1	ENSP00000348215
O95428	ENSP00000345395
O94910	ENSP00000340688
Q9UIK4	ENSP00000261891
Q96SN8	ENSP00000343818
Q6NTE8	ENSP00000292586
O94910	ENSP00000355328
Q15622	ENSP00000471977
Q96SN8	ENSP00000353317
Q15622	ENSP00000316955
Q9HCU5	ENSP00000260643
O94804	ENSP00000176763
E7ERA6	ENSP00000410533
Q99471	ENSP00000447942
P61236	ENSP00000381818
P61236	ENSP00000457976
O95428	ENSP00000451803
P61236	ENSP00000456427
P15088	ENSP00000296046
Q9HCY8	ENSP00000420296
O95428	ENSP00000451729
Q6PEW0	ENSP00000455024
Q9HCY8	ENSP00000357690
Q9HCY8	ENSP00000357691
Q8WWB7	ENSP00000354553
Q9Y2V0	ENSP00000401362
Q6ICC9	ENSP00000340434
Q9HCY8	ENSP00000340463
Q9C0F1	ENSP00000423153
Q6PEW0	ENSP00000219301
Q9C0F1	ENSP00000389427
Q9C0F1	ENSP00000380009
Q9Y2V0	ENSP00000456736
Q8WWB7	ENSP00000480936
Q9Y2V0	ENSP00000457854
Q9C0F1	ENSP00000296519
Q99471	ENSP00000266964
Q9C0F1	ENSP00000408221
Q8WVI7	ENSP00000386359
Q9Y2V0	ENSP00000342433
Q9P255	ENSP00000413660
Q8N5M4	ENSP00000325266
Q8N5M4	ENSP00000434340
Q8WVI7	ENSP00000280295
Q96BW1	ENSP00000362481
Q8WVI7	ENSP00000386778
Q86SX6	ENSP00000328570
Q8IWY9	ENSP00000348564
Q14376	ENSP00000363621
Q99471	ENSP00000243040
P58335	ENSP00000385575
Q9NSK7	ENSP00000313332
Q99471	ENSP00000334188
Q9NSK7	ENSP00000376102
Q96BW1	ENSP00000433987
P82909	ENSP00000482331
Q9NSK7	ENSP00000467117
P35504	ENSP00000362513
P43627	ENSP00000482201
Q8N3J9	ENSP00000441405
Q9NSK7	ENSP00000376103
Q9NSK7	ENSP00000485413
Q9NSK7	ENSP00000482097
Q5JTD0	ENSP00000259751
Q8N3J9	ENSP00000376205
P58335	ENSP00000314883
Q9Y3A4	ENSP00000321449
Q14376	ENSP00000483375
P58335	ENSP00000306185
Q8N3J9	ENSP00000440645
P49454	ENSP00000355922
P48745	ENSP00000259526
Q9NY33	ENSP00000440502
O15211	ENSP00000390098
Q8N3J9	ENSP00000337320
Q5JTD0	ENSP00000361530
O76099	ENSP00000248073
Q5JTD0	ENSP00000361527
O14734	ENSP00000217455
Q9NY33	ENSP00000436941
Q2VPB7	ENSP00000454303
Q07507	ENSP00000356791
P21359	ENSP00000351015
P21359	ENSP00000348498
P21359	ENSP00000412921
O15417	ENSP00000395538
Q5JTD0	ENSP00000361521
Q6DD88	ENSP00000381844
Q5JTD0	ENSP00000361522
Q5JTD0	ENSP00000408769
Q5JTD0	ENSP00000407080
Q5JTD0	ENSP00000484142
Q15116	ENSP00000335062
P25440	ENSP00000412885
Q03395	ENSP00000278833
P25440	ENSP00000405634
P10072	ENSP00000375994
Q9NRD5	ENSP00000385205
Q8IXH7	ENSP00000342300
Q8IYI8	ENSP00000305373
P10072	ENSP00000315505
Q7Z3T8	ENSP00000337159
Q7Z3T8	ENSP00000423663
P25440	ENSP00000449609
Q7Z3T8	ENSP00000426848
P25440	ENSP00000449380
Q92541	ENSP00000374280
Q9NRD5	ENSP00000349465
O60244	ENSP00000323720
O60333	ENSP00000263934
Q9Y4P1	ENSP00000384661
Q8N9V3	ENSP00000352820
A4QMS7	ENSP00000382708
Q8N9V3	ENSP00000350866
Q9Y4P1	ENSP00000384259
Q9BRR8	ENSP00000170564
O60333	ENSP00000366290
Q8N9V3	ENSP00000376545
O60333	ENSP00000366287
Q8N9V3	ENSP00000387078
O60333	ENSP00000366284
Q6UXQ4	ENSP00000339384
Q9BVC5	ENSP00000258457
Q9Y5W3	ENSP00000248071
Q8NEN0	ENSP00000376417
Q9P2W9	ENSP00000305810
Q8N944	ENSP00000314914
Q9UJD0	ENSP00000361769
Q9UL16	ENSP00000357079
P04440	ENSP00000408146
Q96J42	ENSP00000351157
Q9UJD0	ENSP00000361768
Q8N944	ENSP00000392700
Q8NEN0	ENSP00000357968
Q9UL16	ENSP00000403044
Q9Y2E5	ENSP00000285599
Q9Y2T5	ENSP00000356658
P15104	ENSP00000356537
P15104	ENSP00000344958
Q9UGP5	ENSP00000359188
Q8IXZ3	ENSP00000408792
Q8IXZ3	ENSP00000354482
Q9UGP5	ENSP00000299206
O75900	ENSP00000348308
Q15311	ENSP00000019317
Q96FX7	ENSP00000374399
Q15311	ENSP00000372924
P48426	ENSP00000365757
Q9NQW5	ENSP00000396732
P48426	ENSP00000442098
Q14767	ENSP00000261978
P15104	ENSP00000307900
Q68CK6	ENSP00000327453
P15104	ENSP00000398320
Q9UGP5	ENSP00000359181
O75900	ENSP00000482367
Q96RD3	ENSP00000328878
P51512	ENSP00000286614
Q9UER7	ENSP00000410772
Q9HBL6	ENSP00000273286
Q9HCC0	ENSP00000343657
Q9HBL6	ENSP00000419772
Q68CK6	ENSP00000454995
Q68CK6	ENSP00000456378
Q29983	ENSP00000402134
P51659	ENSP00000256216
Q9UER7	ENSP00000404376
Q8WVD5	ENSP00000265981
P08069	ENSP00000268035
Q7L3V2	ENSP00000386111
Q9Y3D7	ENSP00000315693
Q7L3V2	ENSP00000330596
Q7L3V2	ENSP00000384924
O60271	ENSP00000262013
Q9UER7	ENSP00000479172
Q9UER7	ENSP00000483517
O60271	ENSP00000423165
Q9UI30	ENSP00000438349
P30533	ENSP00000421922
Q68CK6	ENSP00000390378
O60271	ENSP00000426900
Q8TBB1	ENSP00000302879
Q5JUK3	ENSP00000417851
O60271	ENSP00000349636
Q9UI30	ENSP00000309433
Q9HBY8	ENSP00000362192
Q8TBB1	ENSP00000263925
Q5JUK3	ENSP00000360822
P51659	ENSP00000424613
Q9HBY8	ENSP00000362184
O15273	ENSP00000312624
Q92731	ENSP00000450699
Q92731	ENSP00000351412
Q9HBY8	ENSP00000340608
Q92731	ENSP00000450488
Q6UXB8	ENSP00000362778
Q9HBY8	ENSP00000412214
Q6UXB8	ENSP00000478888
Q9HBY8	ENSP00000392795
Q92731	ENSP00000345616
Q92731	ENSP00000452426
Q92731	ENSP00000451582
Q674X7	ENSP00000365198
Q674X7	ENSP00000426015
Q9Y3D7	ENSP00000461047
Q674X7	ENSP00000354727
Q9BX70	ENSP00000255608
Q92731	ENSP00000343925
P0C6T2	ENSP00000454411
Q92731	ENSP00000267525
Q92731	ENSP00000335551
Q674X7	ENSP00000383601
P0C6T2	ENSP00000457935
Q5JUK3	ENSP00000263604
Q674X7	ENSP00000383602
P0C6T2	ENSP00000455716
P49419	ENSP00000387123
Q92665	ENSP00000315397
Q9BSF0	ENSP00000380172
Q9BSF0	ENSP00000386649
Q9BSF0	ENSP00000345107
Q9BSF0	ENSP00000405225
P51659	ENSP00000420914
Q8NH53	ENSP00000322823
Q5T4W7	ENSP00000361434
Q8NGI3	ENSP00000322939
A2AJT9	ENSP00000369009
Q13286	ENSP00000454229
A6NDE8	ENSP00000371141
A2AJT9	ENSP00000369004
A5PLK6	ENSP00000457748
O60499	ENSP00000339350
Q9HCM9	ENSP00000392130
P15531	ENSP00000376892
Q05209	ENSP00000248594
Q5T4W7	ENSP00000436727
Q9HCM9	ENSP00000404904
Q9HCM9	ENSP00000401071
Q5T4W7	ENSP00000361429
Q5T4W7	ENSP00000391998
Q9HCM9	ENSP00000411949
Q5T4W7	ENSP00000387435
Q13286	ENSP00000329171
P49419	ENSP00000414132
Q9HCM9	ENSP00000449847
P68431	ENSP00000484638
P15531	ENSP00000337060
Q7RTU7	ENSP00000476384
Q70EK9	ENSP00000423333
A1L168	ENSP00000383474
P31268	ENSP00000242159
P15531	ENSP00000013034
Q96DE9	ENSP00000359434
Q96L94	ENSP00000323435
Q96DE9	ENSP00000347339
Q92552	ENSP00000261413
Q96DE9	ENSP00000359432
Q96L94	ENSP00000452692
P40926	ENSP00000327070
Q9NUR3	ENSP00000371318
P40926	ENSP00000408649
Q8N816	ENSP00000390036
Q8N816	ENSP00000301665
Q6PGN9	ENSP00000358920
Q8N816	ENSP00000482364
P13645	ENSP00000269576
Q92552	ENSP00000426941
A6NF34	ENSP00000480615
Q13748	ENSP00000382982
Q13748	ENSP00000482878
O60499	ENSP00000466298
Q9HCN3	ENSP00000401338
Q9UQQ2	ENSP00000345492
Q05209	ENSP00000392429
P00915	ENSP00000430656
P00915	ENSP00000429798
Q5VTD9	ENSP00000344782
Q05209	ENSP00000397991
Q5VTD9	ENSP00000361195
Q6PGN9	ENSP00000386323
P14174	ENSP00000482779
Q5VTD9	ENSP00000361196
Q6PGN9	ENSP00000358923
Q6PGN9	ENSP00000474667
Q6PGN9	ENSP00000358919
Q6PGN9	ENSP00000358925
P23284	ENSP00000300026
Q9BPX3	ENSP00000251496
P52701	ENSP00000234420
P34995	ENSP00000292513
Q8N127	ENSP00000324111
Q4ZG55	ENSP00000370896
Q4ZG55	ENSP00000263834
Q4ZG55	ENSP00000370892
Q8IXM2	ENSP00000448598
O75818	ENSP00000369391
Q96QH8	ENSP00000366139
O75818	ENSP00000317998
Q4ZG55	ENSP00000379429
Q96QH8	ENSP00000305847
Q4ZG55	ENSP00000234142
Q8IXM2	ENSP00000448746
Q13572	ENSP00000480918
Q969Y0	ENSP00000273347
Q8IXM2	ENSP00000411851
Q13572	ENSP00000483767
Q969Y0	ENSP00000417485
P52701	ENSP00000477844
Q969Y0	ENSP00000418369
Q969Y0	ENSP00000396421
P52701	ENSP00000438580
P00915	ENSP00000392338
P52701	ENSP00000446475
P00915	ENSP00000443517
O43435	ENSP00000331791
Q8NCY6	ENSP00000304713
O43435	ENSP00000331176
O43435	ENSP00000352483
Q9Y251	ENSP00000308107
Q92530	ENSP00000338039
Q8NFV4	ENSP00000416970
O00142	ENSP00000440898
O43435	ENSP00000477982
O94811	ENSP00000353785
Q9P2C4	ENSP00000356057
Q8NFV4	ENSP00000392945
Q6P0N0	ENSP00000309790
P56851	ENSP00000314810
Q92530	ENSP00000327704
Q12797	ENSP00000368767
Q6P4F7	ENSP00000455754
P02533	ENSP00000167586
Q8NI51	ENSP00000415579
O94760	ENSP00000439045
Q8NHY2	ENSP00000356641
O76036	ENSP00000344358
O95833	ENSP00000419378
O76036	ENSP00000349972
Q8NHY2	ENSP00000310943
Q9UNL2	ENSP00000265044
Q9UNL2	ENSP00000420641
O94760	ENSP00000284031
Q12797	ENSP00000348841
Q8NHY2	ENSP00000433517
O94760	ENSP00000411189
Q6IFG1	ENSP00000444054
P0CG47	ENSP00000304697
O94760	ENSP00000438604
P0CG47	ENSP00000379180
Q8NFV4	ENSP00000222800
P0CG47	ENSP00000379178
P0CG47	ENSP00000478771
Q9Y315	ENSP00000416583
Q8NFV4	ENSP00000378579
Q9Y251	ENSP00000384262
P15086	ENSP00000417222
Q6P4F7	ENSP00000355090
Q6P4F7	ENSP00000454575
P03956	ENSP00000322788
Q6P4F7	ENSP00000440073
P14316	ENSP00000377218
Q9BXD5	ENSP00000356526
P06858	ENSP00000309757
Q16637	ENSP00000481427
P15086	ENSP00000282957
Q8IW52	ENSP00000336627
O00142	ENSP00000433770
Q8IW52	ENSP00000349400
O00142	ENSP00000435312
P24071	ENSP00000478315
Q9Y251	ENSP00000423265
Q8IW52	ENSP00000469205
O15439	ENSP00000366084
Q8WUE5	ENSP00000276241
Q9Y251	ENSP00000421038
Q8WUE5	ENSP00000343893
Q9UK00	ENSP00000387606
Q9Y251	ENSP00000421365
O15439	ENSP00000442024
Q9UK00	ENSP00000349732
O00142	ENSP00000438143
Q9UK00	ENSP00000404913
Q9BXD5	ENSP00000356524
O43189	ENSP00000363636
O43638	ENSP00000365145
Q9UK00	ENSP00000414124
O75783	ENSP00000344206
Q9UBV4	ENSP00000222462
P07437	ENSP00000400663
O43189	ENSP00000363640
Q9BXD5	ENSP00000356523
O00142	ENSP00000434594
Q9BXD5	ENSP00000258317
Q12797	ENSP00000429286
Q9BXD5	ENSP00000356525
O75783	ENSP00000219551
Q12797	ENSP00000430245
Q16637	ENSP00000479920
Q8NI51	ENSP00000476783
Q12797	ENSP00000429954
O00142	ENSP00000463560
Q9BT88	ENSP00000357307
Q8NI51	ENSP00000476398
Q12797	ENSP00000429160
Q8NI51	ENSP00000415329
P09238	ENSP00000279441
Q9H6R4	ENSP00000313978
Q8NI51	ENSP00000243914
A6NIM6	ENSP00000340402
Q8NI51	ENSP00000360239
O00142	ENSP00000299697
O00142	ENSP00000483833
P16520	ENSP00000229264
Q00839	ENSP00000393151
Q8NI51	ENSP00000477488
Q12797	ENSP00000373856
Q12797	ENSP00000436188
Q9NP64	ENSP00000343557
Q00839	ENSP00000283179
Q99848	ENSP00000236051
O15247	ENSP00000358460
Q8N1L9	ENSP00000301887
Q12797	ENSP00000368762
Q8N1L9	ENSP00000398911
Q8NI51	ENSP00000413713
Q12797	ENSP00000437864
Q02487	ENSP00000280904
P23229	ENSP00000386614
Q02487	ENSP00000251081
Q9H6R4	ENSP00000297990
Q8NI51	ENSP00000437999
Q8N0Y5	ENSP00000303864
Q3KP22	ENSP00000301896
Q9C035	ENSP00000369373
P62807	ENSP00000366962
Q3KP22	ENSP00000395273
Q9NP64	ENSP00000362819
Q9C035	ENSP00000369366
Q9C035	ENSP00000393052
O43508	ENSP00000293825
Q8NI51	ENSP00000392034
Q9Y6F8	ENSP00000303178
Q9C035	ENSP00000380058
Q969T4	ENSP00000473639
Q9Y6F8	ENSP00000371844
P15976	ENSP00000365858
Q9BXJ4	ENSP00000371497
Q8NI51	ENSP00000409344
P36915	ENSP00000394290
Q8NI51	ENSP00000439998
Q9BXJ4	ENSP00000231338
Q8NI51	ENSP00000476718
Q8NI51	ENSP00000399061
Q96I59	ENSP00000281038
Q969T4	ENSP00000386788
Q5MJ10	ENSP00000470584
Q9H201	ENSP00000268933
Q9NP64	ENSP00000444742
O15528	ENSP00000228606
Q9UKC9	ENSP00000417601
Q969T4	ENSP00000473623
Q8WZA2	ENSP00000380271
P23229	ENSP00000264107
Q9BWW7	ENSP00000455711
Q96I59	ENSP00000432635
Q969T4	ENSP00000376215
Q8WZA2	ENSP00000380276
P23229	ENSP00000406694
P23229	ENSP00000394169
P23229	ENSP00000386896
Q8NGR3	ENSP00000277309
O43790	ENSP00000444533
O43790	ENSP00000293525
Q02045	ENSP00000427153
Q8N271	ENSP00000385716
Q9Y4A0	ENSP00000333350
Q96KB5	ENSP00000301905
Q02045	ENSP00000423118
Q9NRY5	ENSP00000341597
Q8N271	ENSP00000318520
Q9ULP0	ENSP00000258187
Q96KB5	ENSP00000428489
Q9NRY5	ENSP00000430489
Q8NA66	ENSP00000430073
Q8N8D9	ENSP00000368236
Q9NRY5	ENSP00000430384
Q02045	ENSP00000425162
Q8N8D9	ENSP00000338228
Q8WZA2	ENSP00000440135
Q8WYL5	ENSP00000315713
Q8WZA2	ENSP00000440250
P06734	ENSP00000264072
Q9H0R3	ENSP00000363189
P06734	ENSP00000471974
Q8WYL5	ENSP00000448824
Q8N8D9	ENSP00000481774
Q9NQX0	ENSP00000384725
Q02045	ENSP00000383023
Q8WYL5	ENSP00000326107
Q13224	ENSP00000477455
O15037	ENSP00000251343
Q7Z6G8	ENSP00000345510
O15037	ENSP00000451106
Q96MY7	ENSP00000286544
Q8IY57	ENSP00000328004
O15037	ENSP00000450799
Q8IUX1	ENSP00000351737
Q99865	ENSP00000364043
Q8IY57	ENSP00000439256
P17677	ENSP00000305010
Q8IY57	ENSP00000370167
Q99865	ENSP00000364041
P17677	ENSP00000377372
Q16558	ENSP00000274629
O15204	ENSP00000256412
Q16558	ENSP00000427940
O15204	ENSP00000428993
O15162	ENSP00000345494
Q7L3T8	ENSP00000360327
Q8N801	ENSP00000294947
Q92617	ENSP00000444096
Q8N801	ENSP00000408527
Q9H0R3	ENSP00000483276
Q5R372	ENSP00000350027
Q9Y287	ENSP00000367828
Q5H9R7	ENSP00000377389
Q9Y287	ENSP00000367811
Q5M9Q1	ENSP00000345716
Q8IY57	ENSP00000451626
Q13371	ENSP00000259467
Q8N271	ENSP00000318270
Q5H9R7	ENSP00000431415
P50748	ENSP00000328236
Q14839	ENSP00000349508
O75920	ENSP00000480543
A6NKT7	ENSP00000386588
O14599	ENSP00000371829
Q5H9R7	ENSP00000433058
Q9Y581	ENSP00000371054
Q8IUB3	ENSP00000327628
O14599	ENSP00000480184
Q5H9R7	ENSP00000377390
P28068	ENSP00000378723
Q01518	ENSP00000361883
P18615	ENSP00000372660
Q8IUB3	ENSP00000337466
Q5H9R7	ENSP00000265636
Q96A58	ENSP00000256953
O75920	ENSP00000482392
Q5H9R7	ENSP00000437329
Q96A58	ENSP00000441505
Q9UKN5	ENSP00000228437
Q96A58	ENSP00000438280
Q6NSJ0	ENSP00000297625
P48651	ENSP00000430548
Q96A58	ENSP00000444485
Q9P0W0	ENSP00000276943
Q8IUX1	ENSP00000433471
P48651	ENSP00000430928
O15162	ENSP00000411675
P08574	ENSP00000317159
Q8IYS4	ENSP00000299320
P54762	ENSP00000381097
P49795	ENSP00000333194
Q8IUX1	ENSP00000377039
P49795	ENSP00000378483
Q9P2S5	ENSP00000270708
A6NFN9	ENSP00000417635
Q9H201	ENSP00000421933
P54762	ENSP00000419574
Q8NHY6	ENSP00000301318
Q96D96	ENSP00000449601
Q8WUH1	ENSP00000448050
Q8NHY6	ENSP00000468603
Q96D96	ENSP00000242607
P28067	ENSP00000363976
Q96D96	ENSP00000349181
Q8WUH1	ENSP00000475473
Q96D96	ENSP00000412052
Q8TC94	ENSP00000316674
Q8WUH1	ENSP00000450165
Q8TC94	ENSP00000482603
Q13838	ENSP00000400326
Q96D96	ENSP00000479812
Q9UMS5	ENSP00000358617
Q15572	ENSP00000345305
Q9UMS5	ENSP00000350428
Q96KN4	ENSP00000295092
Q01518	ENSP00000361888
Q96KN4	ENSP00000330681
Q5SQH8	ENSP00000415915
Q5SQH8	ENSP00000402805
O14793	ENSP00000260950
Q9UMS5	ENSP00000377025
Q13286	ENSP00000350457
P0C7U1	ENSP00000363119
P0C7U1	ENSP00000363118
Q01518	ENSP00000361878
A6NNL0	ENSP00000394623
Q01518	ENSP00000361884
Q8TF74	ENSP00000320924
Q01518	ENSP00000344832
Q02962	ENSP00000347385
Q8NDY4	ENSP00000363683
Q01518	ENSP00000361891
Q8TF74	ENSP00000462826
Q02962	ENSP00000359319
Q05513	ENSP00000367830
Q8TF74	ENSP00000462350
Q86UR5	ENSP00000430101
Q02962	ENSP00000396259
Q13112	ENSP00000315700
Q9H4I9	ENSP00000475471
Q8WXC6	ENSP00000304147
Q8WXC6	ENSP00000475979
Q9ULP0	ENSP00000377823
O15245	ENSP00000355930
Q9NXF1	ENSP00000364037
P43630	ENSP00000482110
O15245	ENSP00000318103
P43630	ENSP00000482589
O15245	ENSP00000409557
O15245	ENSP00000439274
O75410	ENSP00000428450
Q99437	ENSP00000431605
Q9NXF1	ENSP00000444555
Q13838	ENSP00000390999
Q99437	ENSP00000236067
Q13838	ENSP00000393712
Q9Y6Q6	ENSP00000269485
Q9P209	ENSP00000264935
A9QM74	ENSP00000330878
Q5R372	ENSP00000251507
Q9H0W8	ENSP00000270066
Q9NQ89	ENSP00000261250
Q9H0W8	ENSP00000471398
Q9Y6Q6	ENSP00000465500
Q5SRE7	ENSP00000361673
Q9NQ89	ENSP00000439996
Q9Y6Q6	ENSP00000479567
O95502	ENSP00000327545
P43629	ENSP00000484036
Q9Y6Q6	ENSP00000482466
O75410	ENSP00000428706
P08254	ENSP00000299855
Q5FBB7	ENSP00000306581
Q99437	ENSP00000434094
Q5SRE7	ENSP00000309515
Q9ULP0	ENSP00000454410
Q5SRE7	ENSP00000340945
Q9ULP0	ENSP00000456338
O75410	ENSP00000321703
O75410	ENSP00000276520
Q6P1S2	ENSP00000342512
P19224	ENSP00000362523
Q5FBB7	ENSP00000394625
P51815	ENSP00000359802
